Geographic code,Geographic name,Geographic type,"Geographic name, Province or territory","Geographic code, Province or territory",Global non-response rate,Data quality flag,Household type,"Number of households, 2006","Number of households, 2016","Median household total income (2015 constant dollars), 2005","Median household total income (2015 constant dollars), 2015","Median household total income (2015 constant dollars), % change","Median household after-tax income (2015 constant dollars), 2005","Median household after-tax income (2015 constant dollars), 2015","Median household after-tax income (2015 constant dollars), % change"
4803,Division No.  3,Census division,Alberta,48,7.3,100,    Other census-family households,865,1095,69156,78272,13.2,65169,74464,14.3
4803,Division No.  3,Census division,Alberta,48,7.3,100,  Non-census-family households,3240,3545,29190,34475,18.1,26940,31817,18.1
4804,Division No.  4,Census division,Alberta,48,5.7,0,Total – Household type including census family structure,4055,3740,61810,77728,25.8,55342,67738,22.4
4804,Division No.  4,Census division,Alberta,48,5.7,0,  Census-family households,2850,2575,74663,96349,29,67350,83399,23.8
4804,Division No.  4,Census division,Alberta,48,5.7,0,    Households consisting of only one census family without additional persons,2770,2485,74516,96064,28.9,66630,82944,24.5
4804,Division No.  4,Census division,Alberta,48,5.7,0,"      One couple, with or without children in their census family",2530,2305,78963,98880,25.2,70222,85984,22.4
4804,Division No.  4,Census division,Alberta,48,5.7,0,"        One couple, without children in their census family",1285,1315,66912,87296,30.5,60200,75748,25.8
4804,Division No.  4,Census division,Alberta,48,5.7,0,"        One couple, with children in their census family",1245,990,92643,118272,27.7,80769,100966,25
4804,Division No.  4,Census division,Alberta,48,5.7,0,      One lone-parent census family,240,180,50366,64384,27.8,45159,57792,28
4804,Division No.  4,Census division,Alberta,48,5.7,0,    Other census-family households,75,90,93031,99328,6.8,83815,88832,6
4804,Division No.  4,Census division,Alberta,48,5.7,0,  Non-census-family households,1205,1165,29623,43296,46.2,28190,38432,36.3
4805,Division No.  5,Census division,Alberta,48,6.1,0,Total – Household type including census family structure,17970,20020,64305,77312,20.2,56938,67674,18.9
4805,Division No.  5,Census division,Alberta,48,6.1,0,  Census-family households,13385,14550,77865,92774,19.1,68607,80989,18
4805,Division No.  5,Census division,Alberta,48,6.1,0,    Households consisting of only one census family without additional persons,12580,13360,77188,91614,18.7,67768,79996,18
4805,Division No.  5,Census division,Alberta,48,6.1,0,"      One couple, with or without children in their census family",11295,11920,81606,97831,19.9,71232,84548,18.7
4805,Division No.  5,Census division,Alberta,48,6.1,0,"        One couple, without children in their census family",5575,6425,72634,85349,17.5,63077,75015,18.9
4805,Division No.  5,Census division,Alberta,48,6.1,0,"        One couple, with children in their census family",5720,5495,89716,113103,26.1,77973,96629,23.9
4805,Division No.  5,Census division,Alberta,48,6.1,0,      One lone-parent census family,1280,1435,41109,50355,22.5,39540,47136,19.2
4805,Division No.  5,Census division,Alberta,48,6.1,0,    Other census-family households,800,1195,86474,104896,21.3,79527,93733,17.9
4805,Division No.  5,Census division,Alberta,48,6.1,0,  Non-census-family households,4585,5470,30432,41459,36.2,27735,37286,34.4
4806,Division No.  6,Census division,Alberta,48,3.9,0,Total – Household type including census family structure,445715,558915,80926,99388,22.8,69311,84636,22.1
4806,Division No.  6,Census division,Alberta,48,3.9,0,  Census-family households,310270,396930,98948,119528,20.8,84028,101174,20.4
4806,Division No.  6,Census division,Alberta,48,3.9,0,    Households consisting of only one census family without additional persons,279910,349810,97781,117074,19.7,82656,98585,19.3
4806,Division No.  6,Census division,Alberta,48,3.9,0,"      One couple, with or without children in their census family",246275,308895,104491,124780,19.4,87643,104442,19.2
4806,Division No.  6,Census division,Alberta,48,3.9,0,"        One couple, without children in their census family",107175,135655,91396,109060,19.3,76875,91866,19.5
4806,Division No.  6,Census division,Alberta,48,3.9,0,"        One couple, with children in their census family",139100,173240,115547,138217,19.6,96492,115103,19.3
4806,Division No.  6,Census division,Alberta,48,3.9,0,      One lone-parent census family,33640,40915,57333,67464,17.7,51638,60437,17
4806,Division No.  6,Census division,Alberta,48,3.9,0,    Other census-family households,30355,47120,108294,134654,24.3,95956,118401,23.4
4806,Division No.  6,Census division,Alberta,48,3.9,0,  Non-census-family households,135445,161980,47463,58774,23.8,40976,49930,21.9
4807,Division No.  7,Census division,Alberta,48,4.7,0,Total – Household type including census family structure,15115,16010,67833,82031,20.9,59460,71428,20.1
4807,Division No.  7,Census division,Alberta,48,4.7,0,  Census-family households,10890,11385,82103,99627,21.3,70620,85486,21.1
4807,Division No.  7,Census division,Alberta,48,4.7,0,    Households consisting of only one census family without additional persons,10530,10820,81348,98739,21.4,70154,84784,20.9
4807,Division No.  7,Census division,Alberta,48,4.7,0,"      One couple, with or without children in their census family",9655,9830,83693,103381,23.5,71855,88064,22.6
4807,Division No.  7,Census division,Alberta,48,4.7,0,"        One couple, without children in their census family",4835,5385,68921,88460,28.3,60810,76996,26.6
4807,Division No.  7,Census division,Alberta,48,4.7,0,"        One couple, with children in their census family",4825,4445,97497,120076,23.2,82246,101317,23.2
4807,Division No.  7,Census division,Alberta,48,4.7,0,      One lone-parent census family,875,990,51160,55968,9.4,47402,51856,9.4
4807,Division No.  7,Census division,Alberta,48,4.7,0,    Other census-family households,365,565,92629,115264,24.4,84044,101056,20.2
4807,Division No.  7,Census division,Alberta,48,4.7,0,  Non-census-family households,4220,4620,37837,44446,17.5,33887,39556,16.7
4808,Division No.  8,Census division,Alberta,48,5.1,0,Total – Household type including census family structure,66155,80650,74567,87260,17,64640,75297,16.5
4808,Division No.  8,Census division,Alberta,48,5.1,0,  Census-family households,47625,56735,88353,105444,19.3,75692,89997,18.9
4808,Division No.  8,Census division,Alberta,48,5.1,0,    Households consisting of only one census family without additional persons,43480,51060,87225,103710,18.9,74595,88202,18.2
4808,Division No.  8,Census division,Alberta,48,5.1,0,"      One couple, with or without children in their census family",38355,44650,93186,111154,19.3,78899,93783,18.9
4808,Division No.  8,Census division,Alberta,48,5.1,0,"        One couple, without children in their census family",18300,22420,78755,95316,21,67807,81720,20.5
4808,Division No.  8,Census division,Alberta,48,5.1,0,"        One couple, with children in their census family",20050,22230,104364,126897,21.6,88443,106009,19.9
4808,Division No.  8,Census division,Alberta,48,5.1,0,      One lone-parent census family,5125,6410,48232,54996,14,45591,51060,12
4808,Division No.  8,Census division,Alberta,48,5.1,0,    Other census-family households,4145,5670,103831,121924,17.4,91362,106581,16.7
4808,Division No.  8,Census division,Alberta,48,5.1,0,  Non-census-family households,18535,23915,40582,49406,21.7,36012,42854,19
4809,Division No.  9,Census division,Alberta,48,6.2,100,Total – Household type including census family structure,7535,7935,70887,82399,16.2,61568,71706,16.5
4809,Division No.  9,Census division,Alberta,48,6.2,100,  Census-family households,5680,5815,82292,99192,20.5,70705,85376,20.7
4809,Division No.  9,Census division,Alberta,48,6.2,100,    Households consisting of only one census family without additional persons,5250,5285,81264,98816,21.6,69286,84821,22.4
4809,Division No.  9,Census division,Alberta,48,6.2,100,"      One couple, with or without children in their census family",4720,4705,83727,106159,26.8,72133,89330,23.8
4809,Division No.  9,Census division,Alberta,48,6.2,100,"        One couple, without children in their census family",2345,2605,72512,88299,21.8,62651,76416,22
4809,Division No.  9,Census division,Alberta,48,6.2,100,"        One couple, with children in their census family",2370,2100,97445,124132,27.4,82404,103517,25.6
4809,Division No.  9,Census division,Alberta,48,6.2,100,      One lone-parent census family,530,580,52153,52352,0.4,47864,48256,0.8
4809,Division No.  9,Census division,Alberta,48,6.2,100,    Other census-family households,430,530,101213,102272,1,90053,91904,2.1
4809,Division No.  9,Census division,Alberta,48,6.2,100,  Non-census-family households,1860,2120,36487,43520,19.3,32877,38802,18
4810,Division No. 10,Census division,Alberta,48,4.7,0,Total – Household type including census family structure,33910,38245,63584,82575,29.9,56594,71650,26.6
4810,Division No. 10,Census division,Alberta,48,4.7,0,  Census-family households,23840,26725,80282,103047,28.4,70147,88247,25.8
4810,Division No. 10,Census division,Alberta,48,4.7,0,    Households consisting of only one census family without additional persons,22460,24955,79576,101816,27.9,69186,86890,25.6
4810,Division No. 10,Census division,Alberta,48,4.7,0,"      One couple, with or without children in their census family",20395,22260,83024,107205,29.1,72026,91228,26.7
4810,Division No. 10,Census division,Alberta,48,4.7,0,"        One couple, without children in their census family",10290,11765,69062,90395,30.9,60809,78135,28.5
4810,Division No. 10,Census division,Alberta,48,4.7,0,"        One couple, with children in their census family",10105,10495,95103,126988,33.5,81678,105758,29.5
4810,Division No. 10,Census division,Alberta,48,4.7,0,      One lone-parent census family,2065,2690,46878,58880,25.6,44392,53856,21.3
4810,Division No. 10,Census division,Alberta,48,4.7,0,    Other census-family households,1380,1770,96903,124672,28.7,86830,109286,25.9
4810,Division No. 10,Census division,Alberta,48,4.7,0,  Non-census-family households,10075,11520,31482,43653,38.7,29083,38736,33.2
4811,Division No. 11,Census division,Alberta,48,4.4,0,Total – Household type including census family structure,420645,518950,74262,93913,26.5,64203,80153,24.8
4811,Division No. 11,Census division,Alberta,48,4.4,0,  Census-family households,288115,360490,93619,114697,22.5,79899,97141,21.6
4811,Division No. 11,Census division,Alberta,48,4.4,0,    Households consisting of only one census family without additional persons,260715,318640,92191,112001,21.5,78397,94544,20.6
4811,Division No. 11,Census division,Alberta,48,4.4,0,"      One couple, with or without children in their census family",225140,276415,99211,120086,21,83884,100617,19.9
4811,Division No. 11,Census division,Alberta,48,4.4,0,"        One couple, without children in their census family",101375,127080,84040,104652,24.5,71700,88435,23.3
4811,Division No. 11,Census division,Alberta,48,4.4,0,"        One couple, with children in their census family",123760,149330,111322,133910,20.3,93514,111711,19.5
4811,Division No. 11,Census division,Alberta,48,4.4,0,      One lone-parent census family,35575,42225,51903,64306,23.9,47978,57898,20.7
4811,Division No. 11,Census division,Alberta,48,4.4,0,    Other census-family households,27395,41845,106727,134918,26.4,94133,117608,24.9
4811,Division No. 11,Census division,Alberta,48,4.4,0,  Non-census-family households,132530,158460,40771,54882,34.6,35868,47074,31.2
4812,Division No. 12,Census division,Alberta,48,5.8,20100,Total – Household type including census family structure,21450,24500,70995,94409,33,61179,80523,31.6
4812,Division No. 12,Census division,Alberta,48,5.8,20100,  Census-family households,16185,18100,81694,112111,37.2,71092,95076,33.7
4812,Division No. 12,Census division,Alberta,48,5.8,20100,    Households consisting of only one census family without additional persons,14765,16050,81808,110677,35.3,71034,93696,31.9
4812,Division No. 12,Census division,Alberta,48,5.8,20100,"      One couple, with or without children in their census family",13210,14125,86941,118718,36.6,74575,99318,33.2
4812,Division No. 12,Census division,Alberta,48,5.8,20100,"        One couple, without children in their census family",5850,6905,70765,100207,41.6,60998,85153,39.6
4812,Division No. 12,Census division,Alberta,48,5.8,20100,"        One couple, with children in their census family",7360,7220,99787,136343,36.6,84048,112969,34.4
4812,Division No. 12,Census division,Alberta,48,5.8,20100,      One lone-parent census family,1555,1925,44626,55125,23.5,43250,50912,17.7
4812,Division No. 12,Census division,Alberta,48,5.8,20100,    Other census-family households,1420,2045,79578,122843,54.4,72930,108743,49.1
4812,Division No. 12,Census division,Alberta,48,5.8,20100,  Non-census-family households,5260,6405,36285,51761,42.7,32633,44754,37.1
4813,Division No. 13,Census division,Alberta,48,4.9,0,Total – Household type including census family structure,25700,27840,65001,82013,26.2,57234,71215,24.4
4813,Division No. 13,Census division,Alberta,48,4.9,0,  Census-family households,18975,20100,78432,99891,27.4,68450,85319,24.6
4813,Division No. 13,Census division,Alberta,48,4.9,0,    Households consisting of only one census family without additional persons,17710,18525,76751,97500,27,66968,83447,24.6
4813,Division No. 13,Census division,Alberta,48,4.9,0,"      One couple, with or without children in their census family",16165,16675,81494,103008,26.4,70749,87512,23.7
4813,Division No. 13,Census division,Alberta,48,4.9,0,"        One couple, without children in their census family",8235,9340,63831,86677,35.8,57037,75084,31.6
4813,Division No. 13,Census division,Alberta,48,4.9,0,"        One couple, with children in their census family",7925,7340,97875,123380,26.1,83428,103616,24.2
4813,Division No. 13,Census division,Alberta,48,4.9,0,      One lone-parent census family,1550,1855,50418,54080,7.3,47676,50030,4.9
4813,Division No. 13,Census division,Alberta,48,4.9,0,    Other census-family households,1270,1570,95082,129587,36.3,86407,112096,29.7
4813,Division No. 13,Census division,Alberta,48,4.9,0,  Non-census-family households,6720,7740,32820,41755,27.2,29519,37547,27.2
4814,Division No. 14,Census division,Alberta,48,3.6,0,Total – Household type including census family structure,10565,11595,85305,96569,13.2,71373,80865,13.3
4814,Division No. 14,Census division,Alberta,48,3.6,0,  Census-family households,7885,8225,96975,115475,19.1,81042,95956,18.4
4814,Division No. 14,Census division,Alberta,48,3.6,0,    Households consisting of only one census family without additional persons,7160,7495,95718,113516,18.6,79575,94045,18.2
4814,Division No. 14,Census division,Alberta,48,3.6,0,"      One couple, with or without children in their census family",6480,6705,100211,119576,19.3,82668,98579,19.2
4814,Division No. 14,Census division,Alberta,48,3.6,0,"        One couple, without children in their census family",3005,3450,86738,102097,17.7,73755,85120,15.4
4814,Division No. 14,Census division,Alberta,48,3.6,0,"        One couple, with children in their census family",3470,3260,110347,136510,23.7,91092,111821,22.8
4814,Division No. 14,Census division,Alberta,48,3.6,0,      One lone-parent census family,685,785,42063,61824,47,40006,55936,39.8
4814,Division No. 14,Census division,Alberta,48,3.6,0,    Other census-family households,725,730,118189,140544,18.9,101057,119680,18.4
4814,Division No. 14,Census division,Alberta,48,3.6,0,  Non-census-family households,2675,3375,45042,52608,16.8,39859,44832,12.5
4815,Division No. 15,Census division,Alberta,48,14.6,1200,Total – Household type including census family structure,13010,13900,69667,85760,23.1,60752,74352,22.4
4815,Division No. 15,Census division,Alberta,48,14.6,1200,  Census-family households,8355,9350,85300,105267,23.4,74008,89458,20.9
4815,Division No. 15,Census division,Alberta,48,14.6,1200,    Households consisting of only one census family without additional persons,7490,8220,84654,104856,23.9,72388,88728,22.6
4815,Division No. 15,Census division,Alberta,48,14.6,1200,"      One couple, with or without children in their census family",6640,7380,89425,110427,23.5,76443,93468,22.3
4815,Division No. 15,Census division,Alberta,48,14.6,1200,"        One couple, without children in their census family",3500,4155,79431,100382,26.4,68001,85041,25.1
4815,Division No. 15,Census division,Alberta,48,14.6,1200,"        One couple, with children in their census family",3140,3225,100309,124602,24.2,85894,104818,22
4815,Division No. 15,Census division,Alberta,48,14.6,1200,      One lone-parent census family,850,835,45826,54304,18.5,43515,50611,16.3
4815,Division No. 15,Census division,Alberta,48,14.6,1200,    Other census-family households,865,1130,95347,108493,13.8,86765,98880,14
4815,Division No. 15,Census division,Alberta,48,14.6,1200,  Non-census-family households,4655,4555,43376,54272,25.1,38128,46814,22.8
4816,Division No. 16,Census division,Alberta,48,14.3,1100,Total – Household type including census family structure,18470,26335,142845,192979,35.1,113093,146417,29.5
4816,Division No. 16,Census division,Alberta,48,14.3,1100,  Census-family households,13950,17320,156977,220080,40.2,123891,167442,35.2
4816,Division No. 16,Census division,Alberta,48,14.3,1100,    Households consisting of only one census family without additional persons,11710,13880,152501,210074,37.8,119572,159076,33
4816,Division No. 16,Census division,Alberta,48,14.3,1100,"      One couple, with or without children in their census family",10675,12355,158595,218395,37.7,124036,165292,33.3
4816,Division No. 16,Census division,Alberta,48,14.3,1100,"        One couple, without children in their census family",4205,4795,152855,211520,38.4,119016,160207,34.6
4816,Division No. 16,Census division,Alberta,48,14.3,1100,"        One couple, with children in their census family",6465,7555,161502,223319,38.3,126208,168093,33.2
4816,Division No. 16,Census division,Alberta,48,14.3,1100,      One lone-parent census family,1035,1530,71813,98848,37.6,64663,83200,28.7
4816,Division No. 16,Census division,Alberta,48,14.3,1100,    Other census-family households,2235,3440,183648,282542,53.8,147340,221116,50.1
4816,Division No. 16,Census division,Alberta,48,14.3,1100,  Non-census-family households,4525,9015,97858,134400,37.3,79072,103927,31.4
4817,Division No. 17,Census division,Alberta,48,6,100,Total – Household type including census family structure,18765,19745,66802,78462,17.5,59980,70077,16.8
4817,Division No. 17,Census division,Alberta,48,6,100,  Census-family households,14595,15190,75391,88899,17.9,67829,79992,17.9
4817,Division No. 17,Census division,Alberta,48,6,100,    Households consisting of only one census family without additional persons,12695,13100,75687,88991,17.6,67846,79686,17.5
4817,Division No. 17,Census division,Alberta,48,6,100,"      One couple, with or without children in their census family",11180,11300,83016,97197,17.1,73127,85324,16.7
4817,Division No. 17,Census division,Alberta,48,6,100,"        One couple, without children in their census family",4295,4785,75348,86736,15.1,65919,76639,16.3
4817,Division No. 17,Census division,Alberta,48,6,100,"        One couple, with children in their census family",6880,6520,86974,104064,19.6,77613,92068,18.6
4817,Division No. 17,Census division,Alberta,48,6,100,      One lone-parent census family,1515,1795,36541,42624,16.6,36245,41621,14.8
4817,Division No. 17,Census division,Alberta,48,6,100,    Other census-family households,1900,2095,70989,88192,24.2,67361,82688,22.8
4817,Division No. 17,Census division,Alberta,48,6,100,  Non-census-family households,4165,4555,36937,45519,23.2,34331,40576,18.2
4818,Division No. 18,Census division,Alberta,48,6.3,100,Total – Household type including census family structure,5165,5320,76287,92416,21.1,65362,79067,21
4818,Division No. 18,Census division,Alberta,48,6.3,100,  Census-family households,3950,3885,92262,109710,18.9,78948,93248,18.1
4818,Division No. 18,Census division,Alberta,48,6.3,100,    Households consisting of only one census family without additional persons,3565,3450,90803,108395,19.4,77124,91159,18.2
4818,Division No. 18,Census division,Alberta,48,6.3,100,"      One couple, with or without children in their census family",3160,3040,94028,116793,24.2,81100,97280,20
4818,Division No. 18,Census division,Alberta,48,6.3,100,"        One couple, without children in their census family",1500,1545,76675,101018,31.7,65335,84864,29.9
4818,Division No. 18,Census division,Alberta,48,6.3,100,"        One couple, with children in their census family",1660,1490,104714,132250,26.3,89348,109093,22.1
4818,Division No. 18,Census division,Alberta,48,6.3,100,      One lone-parent census family,405,410,52732,52693,-0.1,48607,49984,2.8
4818,Division No. 18,Census division,Alberta,48,6.3,100,    Other census-family households,385,440,117341,120448,2.6,102939,106368,3.3
4818,Division No. 18,Census division,Alberta,48,6.3,100,  Non-census-family households,1215,1430,37901,51904,36.9,33209,45728,37.7
4819,Division No. 19,Census division,Alberta,48,5,0,Total – Household type including census family structure,36085,44550,84137,103171,22.6,72302,87078,20.4
4819,Division No. 19,Census division,Alberta,48,5,0,  Census-family households,26575,32120,97549,120488,23.5,83788,100960,20.5
4819,Division No. 19,Census division,Alberta,48,5,0,    Households consisting of only one census family without additional persons,23960,28745,95491,117461,23,81882,98408,20.2
4819,Division No. 19,Census division,Alberta,48,5,0,"      One couple, with or without children in their census family",21840,25490,100633,124903,24.1,84979,103896,22.3
4819,Division No. 19,Census division,Alberta,48,5,0,"        One couple, without children in their census family",9655,11885,84694,110001,29.9,72531,92497,27.5
4819,Division No. 19,Census division,Alberta,48,5,0,"        One couple, with children in their census family",12185,13600,111543,137445,23.2,93598,113708,21.5
4819,Division No. 19,Census division,Alberta,48,5,0,      One lone-parent census family,2120,3260,51597,59392,15.1,48486,54682,12.8
4819,Division No. 19,Census division,Alberta,48,5,0,    Other census-family households,2615,3370,119327,145459,21.9,103324,124644,20.6
4819,Division No. 19,Census division,Alberta,48,5,0,  Non-census-family households,9510,12430,45372,59456,31,40215,50466,25.5
5901,East Kootenay,Regional district,British Columbia,59,6.2,0,Total – Household type including census family structure,23420,25860,62319,76850,23.3,54613,66876,22.5
5901,East Kootenay,Regional district,British Columbia,59,6.2,0,  Census-family households,16590,17920,78146,96182,23.1,67501,82012,21.5
5901,East Kootenay,Regional district,British Columbia,59,6.2,0,    Households consisting of only one census family without additional persons,15710,16775,77407,94653,22.3,66791,80784,21
5901,East Kootenay,Regional district,British Columbia,59,6.2,0,"      One couple, with or without children in their census family",13895,15025,82369,100239,21.7,70571,84900,20.3
5901,East Kootenay,Regional district,British Columbia,59,6.2,0,"        One couple, without children in their census family",7870,9030,70969,84242,18.7,61426,73135,19.1
5901,East Kootenay,Regional district,British Columbia,59,6.2,0,"        One couple, with children in their census family",6025,6000,96547,121790,26.1,81328,101007,24.2
5901,East Kootenay,Regional district,British Columbia,59,6.2,0,      One lone-parent census family,1815,1745,40750,50144,23.1,37999,45504,19.8
5901,East Kootenay,Regional district,British Columbia,59,6.2,0,    Other census-family households,875,1145,95339,117376,23.1,84541,101829,20.4
5901,East Kootenay,Regional district,British Columbia,59,6.2,0,  Non-census-family households,6835,7940,33697,39405,16.9,30229,35191,16.4
5903,Central Kootenay,Regional district,British Columbia,59,6.8,0,Total – Household type including census family structure,24685,27015,49276,55532,12.7,44712,49829,11.4
5903,Central Kootenay,Regional district,British Columbia,59,6.8,0,  Census-family households,16305,17210,63456,73721,16.2,56489,65367,15.7
5903,Central Kootenay,Regional district,British Columbia,59,6.8,0,    Households consisting of only one census family without additional persons,15425,16050,62759,72285,15.2,55458,64157,15.7
5903,Central Kootenay,Regional district,British Columbia,59,6.8,0,"      One couple, with or without children in their census family",13400,14015,67116,77679,15.7,59244,68286,15.3
5903,Central Kootenay,Regional district,British Columbia,59,6.8,0,"        One couple, without children in their census family",8015,8850,59852,67465,12.7,53102,60269,13.5
5903,Central Kootenay,Regional district,British Columbia,59,6.8,0,"        One couple, with children in their census family",5385,5160,78142,98872,26.5,69081,85248,23.4
5903,Central Kootenay,Regional district,British Columbia,59,6.8,0,      One lone-parent census family,2020,2035,36677,39369,7.3,34863,37305,7
5903,Central Kootenay,Regional district,British Columbia,59,6.8,0,    Other census-family households,880,1160,75344,94771,25.8,67367,84907,26
5903,Central Kootenay,Regional district,British Columbia,59,6.8,0,  Non-census-family households,8385,9805,26943,30042,11.5,25408,27493,8.2
5905,Kootenay Boundary,Regional district,British Columbia,59,6.6,0,Total – Household type including census family structure,13630,14340,54424,59721,9.7,48357,52936,9.5
5905,Kootenay Boundary,Regional district,British Columbia,59,6.6,0,  Census-family households,9060,9325,69924,79062,13.1,61697,69276,12.3
5905,Kootenay Boundary,Regional district,British Columbia,59,6.6,0,    Households consisting of only one census family without additional persons,8740,8830,70520,78205,10.9,62177,68537,10.2
5905,Kootenay Boundary,Regional district,British Columbia,59,6.6,0,"      One couple, with or without children in their census family",7755,7785,75922,83450,9.9,65622,72546,10.6
5905,Kootenay Boundary,Regional district,British Columbia,59,6.6,0,"        One couple, without children in their census family",4550,5035,59298,69820,17.7,53404,62022,16.1
5905,Kootenay Boundary,Regional district,British Columbia,59,6.6,0,"        One couple, with children in their census family",3200,2745,94386,113434,20.2,82515,95764,16.1
5905,Kootenay Boundary,Regional district,British Columbia,59,6.6,0,      One lone-parent census family,990,1045,42172,46106,9.3,39145,42453,8.5
5905,Kootenay Boundary,Regional district,British Columbia,59,6.6,0,    Other census-family households,320,495,66292,97664,47.3,60581,85792,41.6
5905,Kootenay Boundary,Regional district,British Columbia,59,6.6,0,  Non-census-family households,4565,5020,29072,32073,10.3,26912,29214,8.6
5907,Okanagan-Similkameen,Regional district,British Columbia,59,6.6,0,Total – Household type including census family structure,35240,37670,50924,57069,12.1,46001,51289,11.5
5907,Okanagan-Similkameen,Regional district,British Columbia,59,6.6,0,  Census-family households,23695,24365,63862,75331,18,57130,66793,16.9
5907,Okanagan-Similkameen,Regional district,British Columbia,59,6.6,0,    Households consisting of only one census family without additional persons,22100,22220,62900,73363,16.6,56121,64978,15.8
5907,Okanagan-Similkameen,Regional district,British Columbia,59,6.6,0,"      One couple, with or without children in their census family",19565,19710,66791,77799,16.5,58924,68523,16.3
5907,Okanagan-Similkameen,Regional district,British Columbia,59,6.6,0,"        One couple, without children in their census family",12670,13745,58910,68532,16.3,52887,61068,15.5
5907,Okanagan-Similkameen,Regional district,British Columbia,59,6.6,0,"        One couple, with children in their census family",6900,5970,83911,103812,23.7,73020,89650,22.8
5907,Okanagan-Similkameen,Regional district,British Columbia,59,6.6,0,      One lone-parent census family,2535,2505,40614,43874,8,37719,41016,8.7
5907,Okanagan-Similkameen,Regional district,British Columbia,59,6.6,0,    Other census-family households,1595,2145,82876,100210,20.9,74442,90320,21.3
5907,Okanagan-Similkameen,Regional district,British Columbia,59,6.6,0,  Non-census-family households,11550,13305,26447,31305,18.4,24899,28599,14.9
5909,Fraser Valley,Regional district,British Columbia,59,4.9,0,Total – Household type including census family structure,94625,108390,60908,69289,13.8,54371,61150,12.5
5909,Fraser Valley,Regional district,British Columbia,59,4.9,0,  Census-family households,68840,77700,74800,86152,15.2,66088,75670,14.5
5909,Fraser Valley,Regional district,British Columbia,59,4.9,0,    Households consisting of only one census family without additional persons,60345,65450,71646,81311,13.5,63132,71296,12.9
5909,Fraser Valley,Regional district,British Columbia,59,4.9,0,"      One couple, with or without children in their census family",52590,56505,76737,87257,13.7,67360,76057,12.9
5909,Fraser Valley,Regional district,British Columbia,59,4.9,0,"        One couple, without children in their census family",25250,29095,65173,73278,12.4,57461,64866,12.9
5909,Fraser Valley,Regional district,British Columbia,59,4.9,0,"        One couple, with children in their census family",27340,27410,88006,102538,16.5,76783,88627,15.4
5909,Fraser Valley,Regional district,British Columbia,59,4.9,0,      One lone-parent census family,7760,8945,40671,46062,13.3,38518,42716,10.9
5909,Fraser Valley,Regional district,British Columbia,59,4.9,0,    Other census-family households,8490,12250,97105,113306,16.7,87991,101604,15.5
5909,Fraser Valley,Regional district,British Columbia,59,4.9,0,  Non-census-family households,25785,30690,31692,34149,7.8,28911,30906,6.9
5915,Greater Vancouver,Regional district,British Columbia,59,4.4,0,Total – Household type including census family structure,817225,960895,65342,72662,11.2,57414,63365,10.4
5915,Greater Vancouver,Regional district,British Columbia,59,4.4,0,  Census-family households,549230,638370,84054,94893,12.9,73473,82430,12.2
5915,Greater Vancouver,Regional district,British Columbia,59,4.4,0,    Households consisting of only one census family without additional persons,477025,545570,81255,90460,11.3,70624,78386,11
5915,Greater Vancouver,Regional district,British Columbia,59,4.4,0,"      One couple, with or without children in their census family",409840,466525,87934,98044,11.5,75931,84420,11.2
5915,Greater Vancouver,Regional district,British Columbia,59,4.4,0,"        One couple, without children in their census family",173650,213320,79744,86258,8.2,68809,74558,8.4
5915,Greater Vancouver,Regional district,British Columbia,59,4.4,0,"        One couple, with children in their census family",236190,253205,94404,109024,15.5,81862,93694,14.5
5915,Greater Vancouver,Regional district,British Columbia,59,4.4,0,      One lone-parent census family,67180,79050,47881,52570,9.8,44444,47784,7.5
5915,Greater Vancouver,Regional district,British Columbia,59,4.4,0,    Other census-family households,72210,92800,101854,121425,19.2,91843,107613,17.2
5915,Greater Vancouver,Regional district,British Columbia,59,4.4,0,  Non-census-family households,267995,322520,38037,40780,7.2,33917,36180,6.7
5917,Capital,Regional district,British Columbia,59,5.1,20000,Total – Household type including census family structure,152530,170155,62639,69665,11.2,54829,60652,10.6
5917,Capital,Regional district,British Columbia,59,5.1,20000,  Census-family households,94600,103690,84416,94916,12.4,72942,82106,12.6
5917,Capital,Regional district,British Columbia,59,5.1,20000,    Households consisting of only one census family without additional persons,87105,93290,82740,92078,11.3,71403,79460,11.3
5917,Capital,Regional district,British Columbia,59,5.1,20000,"      One couple, with or without children in their census family",74625,81005,89044,98282,10.4,76405,84581,10.7
5917,Capital,Regional district,British Columbia,59,5.1,20000,"        One couple, without children in their census family",42065,48385,79744,87368,9.6,68643,75647,10.2
5917,Capital,Regional district,British Columbia,59,5.1,20000,"        One couple, with children in their census family",32555,32620,101902,115851,13.7,87440,98861,13.1
5917,Capital,Regional district,British Columbia,59,5.1,20000,      One lone-parent census family,12485,12285,48449,53218,9.8,44657,48093,7.7
5917,Capital,Regional district,British Columbia,59,5.1,20000,    Other census-family households,7495,10400,107254,124507,16.1,94601,108935,15.2
5917,Capital,Regional district,British Columbia,59,5.1,20000,  Non-census-family households,57930,66465,36303,40127,10.5,32443,35714,10.1
5919,Cowichan Valley,Regional district,British Columbia,59,5.7,0,Total – Household type including census family structure,31265,35275,60430,65191,7.9,53490,57783,8
5919,Cowichan Valley,Regional district,British Columbia,59,5.7,0,  Census-family households,22620,24515,74330,81887,10.2,64746,71842,11
